TP9_Alpha,AF7_Alpha,AF8_Alpha,TP10_Alpha,TP9_Beta1,AF7_Beta1,AF8_Beta1,TP10_Beta1,TP9_Beta2,AF7_Beta2,AF8_Beta2,TP10_Beta2,TP9_Gamma1,AF7_Gamma1,AF8_Gamma1,TP10_Gamma1,TP9_Gamma2,AF7_Gamma2,AF8_Gamma2,TP10_Gamma2
4.2150088131392165,2.7392435286290175,3.0983794359333934,0.9227997254478195,1.7577277409551453,2.3782207606200756,2.823644229341777,2.452200118350439,1.6868685223808306,1.7978529218957455,1.851814885377582,2.8617068456348407,2.577132200745535,1.8539571114005349,1.7614999271897074,3.656078264126932,3.741770158631415,2.8246607650260165,2.1673082434748943,1.4815727635085232
3.788549628151116,2.34706438954304,3.1358114608418566,1.2189483687197264,1.1697351293352871,2.0030152622858237,2.2254678676868815,2.2263790389025457,1.5955443673405745,1.148797264484135,2.1315407346733926,2.735742952723817,2.78536102241953,1.845516510209097,1.5668220855243837,1.6961964737802873,3.279256819753057,2.918671270529405,1.7188252714275607,0.20288200709613247
3.753696922433452,2.5344614389889712,3.0924361493075097,0.9613702623929513,1.1458859340397214,1.9695928275471104,2.0274657332662023,2.1091887509833303,2.2145622677335286,1.8806602253059215,2.0458058011330915,2.573282058084703,2.376684861037479,1.730053825140586,1.5964850980707521,2.2389119551432444,3.179962382643969,2.7279018551986156,1.1668915328092695,0.7482656771412738
3.6775820344973136,2.1404103260425726,2.635546822920008,1.224081388441319,1.4906598255648325,1.7138053757471583,2.41766512048691,2.149961342451299,2.003057363064505,1.4916747714819878,2.2356440780854654,2.3236009364288903,2.3562737573089145,2.35304829193069,0.7848115331579572,2.6424683897331596,3.371545075240081,2.498072387868756,1.363832752412945,0.9495758800800874
3.720335470936608,2.0294747986107504,2.693663097741299,1.0346688272677282,1.3455284779000585,1.8442087170573442,2.4133328975087482,2.1023707446164916,1.57984235964426,1.3403706967541522,1.5846872899424094,2.0583967001133043,2.6278444711929065,1.1150677431631597,1.268801743831434,2.6311278684074053,3.0434140749748657,2.23494442128304,1.5963808139087743,0.9390556895419959
3.377902220928901,2.350924790707794,2.7182529507205238,1.1097509508476684,1.2513973350576082,1.9613035603909534,2.535995082498631,2.105774046170885,1.3679762294552715,1.1554855201373617,1.9060449096874084,2.665410931653969,2.481914431235425,2.001711755466088,1.119805970262379,2.401106182228039,2.975029112529588,2.7676695628470998,0.9532174567343449,1.09728918014943
3.7121071598151723,2.007162907160666,2.8812457589600973,1.5492495643507387,1.0925238757293514,1.6181041576177027,2.2055631879914124,2.239848768474739,1.7528749688968486,1.2372885269682516,1.8767698987172103,2.4917653200870014,2.333620073275248,2.0607945224390054,1.6533383103497508,2.539718363172111,3.1468524442574646,2.659693925074453,1.7184001793763974,1.295381296423426
3.8614417894976474,2.0382484665997413,2.701667607843091,0.6421098375538823,1.1936185839780977,2.008440715446594,2.388106544235429,1.8528981464712235,2.192881337822642,0.9780367133690069,2.05493278963003,2.3365567590964695,2.2395047586740113,1.3209923732427118,1.2403937742321254,2.8918544034142113,3.159937426479409,2.211919350887389,1.4417788557286235,0.36864234409923125
4.264822976290265,2.332743331376321,2.960935333676849,0.8887593122588205,1.114893771420753,1.8818094910388121,2.3170465250237964,2.1182514080466377,2.021288191180625,1.76828700176058,2.0181022313522026,2.450797980660334,2.4694109717555075,1.3355184261952875,1.5065078631835442,3.143704882088071,3.495251110319944,2.6092292285421594,1.803450703622555,0.5466074763852278
3.8672102359748415,2.351050870946126,2.4167590198603515,0.887380580036963,1.432598675805746,2.122081753977183,2.273201274221736,2.342430571673531,1.5828613654934596,0.8177084205436184,2.6158759939429395,2.5042884616487506,2.390530069671664,1.424809027489616,1.022596152891974,2.9953236361583984,3.450119959103081,2.354893338548366,1.2402866601271245,0.4629464127129593
2.8236181021674467,1.9204279387529721,1.4709419257446743,0.989990109113212,0.9682651174740564,1.2983936426891527,2.3392985980432934,1.7719741324522116,1.2562393199705506,0.44200707695058833,2.35374800210316,2.0717704674690984,2.466640268721233,0.7789946086040912,0.3772704760032912,2.1426250999629235,3.148355958187287,1.828087554874009,0.8527703355656295,0.6180594917600984
3.621565712087085,1.5465134905285396,1.9771915277657388,0.6987892145346388,1.370685056823531,1.2818524152879227,2.752404045529472,1.7486732744165883,2.0873124601823747,0.8973201036714149,2.76904641000501,2.4160666637816655,2.4580235848842675,0.8357841941543965,0.6411001848311082,2.3584542139841553,3.1359188150781967,1.7187832661644014,1.3268241152086457,0.25322369605462486
3.9710092290640784,1.917759918424634,1.5648404625978396,0.8868295373352854,1.3834864414590327,1.9709191307864669,2.0029379899384043,1.5470044107173517,1.737527231653467,0.815837755761614,1.5728624256608708,2.6605577164525562,1.9911268989512474,0.9628052192506139,-0.018470233819486346,3.5312473227832317,2.999815621492129,1.6333091730119973,0.45778726359287525,0.5238919516833854
3.849533705465802,1.4652314588248316,1.3895549219450105,0.6633558607155894,1.4468273394489586,1.478930024165555,2.0415142158649817,2.255836858990239,2.227720136324562,0.46804503654926366,2.2916116477811954,2.538178268856056,2.550473609883369,0.4068688021514741,0.2615571591648935,2.913138502681514,3.604271736274798,1.8660254006235395,0.6462801836835476,0.6143370008205279
